0,1,2
-0.0004006730971798759,-0.00027347873269669456,114709
-0.00026052137016092675,-0.00026384598844479657,113497
-5.713326474104896e-05,0.0001338169892542555,114885
4.96659383478467e-05,-0.00041508191369693797,113277
0.00024199163479103375,-0.0002448417224364222,114576
-0.00013319658423016664,-0.0003620875007607214,113189
-0.00011049564220261088,6.632759164508032e-05,112346
-0.0003361919486004686,0.0003079524864629687,113987
4.080239453276051e-05,-0.00034316835862159865,112760
0.00014004099037201028,-0.0004174947864105184,112641
-0.00038938025527097004,-2.4992483153191287e-05,114388
6.740730386086152e-05,0.0003591858292840573,113101
3.650379443579565e-05,0.00037356557054015285,112281
2.0452438162400202e-05,-0.00012114676440245264,113845
-0.00011300100489397475,-5.2288051910015916e-05,113161
7.138314793665921e-05,-0.0002494876932328906,112401
-0.00014825984022638936,0.00033387103062719426,113627
0.00018550774912625632,0.00027819923099814593,114011
0.0001582828836153844,-0.000259033807493664,112682
-1.9953257444616867e-05,-0.0003589925233981542,114746
0.00038947378101965335,-9.075889405984555e-05,112431
0.00032307476878586604,0.00018592430183912755,112818
0.00010489066775351278,-0.0002700063731510741,113855
-4.014950194406675e-05,6.564006908832573e-05,114681
-7.417502308194284e-05,0.0003541066298745557,113347
7.561515082154112e-05,-0.0004555928002829611,114369
-0.00031624963583126297,-0.0002243799146656867,114148
-0.0004179317051201792,9.877074589494769e-05,114814
-0.00010680466261827155,0.00022371089062612763,113819
0.0003489212220112474,0.00014555534323069773,113118
-0.00029195113096149445,-0.00015915394237223449,116367
0.00040652051838883924,0.00015677478707731667,113010
0.00011868847776304732,0.00040352706809861224,115676
0.00013727302745173954,-0.00012601729010110058,114367
-1.8092644309420462e-05,0.00035440908427361204,114660
-0.0001609205046109091,-5.023836016814909e-05,118158
-2.9362311002877485e-05,-3.146975967825586e-05,113972
0.00018299047014007973,9.883715786982788e-06,117002
-0.0001640018832343071,0.00035629269601012206,114825
6.425844677673291e-06,-0.00024071936100099895,115759
-0.00023816438676247775,8.998254279603436e-05,115734
-0.0003600592682880997,-8.176094028635845e-05,116483
-0.0003520761244208633,0.00019192835780086322,112579
-0.00039171195291332566,-0.0002222802709985944,112573
0.00018260719399589793,-0.00045488018049346475,75314
9.44271579180837e-05,0.0001673058530083319,113326
-0.0003631055943913538,0.00010563208766679928,114536
0.00034005413173779315,8.985369903428604e-05,103859
0.00027038267830592575,0.00025855896115912553,116324
0.0002885624742646174,-0.00015617611850712399,113451
-0.00032107071006573707,-5.883149895635158e-05,115685
-0.0001582774155448126,-0.00013063798466892158,112442
0.0003752373004932801,2.5515277554283368e-05,112427
-0.00028833610196473715,-0.00026448245921447414,112384
-0.0002618630182942778,-5.3266899225386476e-05,114287
-8.980653560573817e-05,-0.0003742701056340493,112462
2.251914846191252e-05,0.0003006531221661545,112541
0.00034298688851246183,0.00023515181412903915,109370
5.161149534733327e-07,-0.00036431380335341174,112642
0.000328417984813407,-0.00018859976637776107,112688
0.00021055012364956218,-0.00024315480537239113,112715
-4.706617235507148e-05,-0.00017990452165193486,112740
-0.0002753627671196981,-2.183522899200703e-05,112851
0.00021225078170373807,-5.138304384857535e-05,112857
-7.424210676939004e-05,-0.00037143127005056484,112864
-0.00022749824796460826,-0.00013164155793502944,113071
3.948710609613285e-05,-0.00020455964326518438,113243
0.00017988572769314694,-0.00011985552727090562,113481
-0.00019568120346735506,-0.000262519029217391,113492
0.0002594051322580609,0.0002901573035957773,113540
0.0003833254873439046,0.00014321725843606065,113677
0.00042101511349097693,-7.368222610862542e-05,113749
0.0003781647117314505,-0.00013662555055868854,113820
0.00019963248850522161,0.00017874847934962637,110604
2.7869235398971817e-05,-0.00017086320331935248,113957
0.00030326432941878254,0.00026139263086836866,114095
-0.00021573704752450844,0.00024297250040503625,114194
-0.0003774064476950579,-3.902732517675653e-05,114345
0.00019931007927755532,0.0003614813171283107,114436
-0.00010605050258354825,0.00025646530662776657,114478
0.00026078394320136673,-0.00012194501904131983,114508
-0.0002588947452086813,-0.00013785818112757535,114558
0.0003879875667705828,-6.52372734152125e-06,114666
-0.0003313402855713045,0.00010877314449244028,114781
-0.00015509989147492073,0.00030446586982389734,114887
-3.0224233532516656e-05,-0.0004216156398496323,114898
-0.00012188420066020258,0.00038284753972192196,111579
-0.0003797042801044933,0.00012754523667553693,112471
-0.00015577104494970766,0.0003312038285737471,112508
-0.00010846654937079458,0.00014128568514640177,112571
0.00037010051776882537,-0.0003992733025411723,109445
-1.2403233082241838e-05,0.00018957042595296603,112883
2.602727079071507e-05,-0.00018754487591474887,109635
-0.0002826041337340496,-0.00023304960130469753,109686
0.00014934326303420612,-0.000377191558107685,109707
0.0002551961810667885,-0.0001166512219609544,113303
-0.0004351807157261191,5.62724218950387e-05,110057
0.00030129349795619045,0.00019587783455325816,110005
0.0002025045118251005,0.0002736914319787177,110066
-0.00015370092219337092,-0.00028207463311993056,110148
0.0003959498541930214,-0.00013664319477808395,113463
0.0003189022276610598,-0.0002202760916980431,110216
-0.0002892858115834623,-0.0016101610156972993,76759
-0.00019749274513798022,0.0002083393903136387,103994
-0.00035170606375163995,-2.6988828959754928e-05,110322
0.00034930590612747026,-1.0689848961698171e-05,113691
0.00013244345029310323,-9.60087632874043e-05,109836
0.00030424216715845985,0.0002701594406841509,113808
-0.00026186359310784803,0.00019321531132954732,110638
-0.00013706827296158428,-0.000268258128842005,110632
-0.0001359885457759739,-0.00019988622347068453,114069
-0.00031786268354781083,-0.00026058272266588756,110413
8.746034466383174e-05,0.0003377484236854149,114113
