imdb_id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,movielens_id,tmdb_id,genres,director,in_connections,out_connections,tot_connections,connected_movies
0117333,Phenomenon,1996,32.0,152.036382,123,6.2,328,5.575992,802,9294.0,Drama,Jon Turteltaub,23,1,24,N
0117628,She's the One,1996,3.5,9.482579000000001,96,5.7,71,10.827266,804,11363.0,Comedy,Edward Burns,3,0,3,N
0117913,A Time to Kill,1996,40.0,152.266007,149,7.0,522,13.309013,805,1645.0,Drama|Thriller,Joel Schumacher,49,2,51,N
0116320,Fled,1996,25.0,17.193231,98,5.2,49,3.906949,809,18550.0,Action|Adventure,Kevin Hooks,8,6,14,0051525
0116707,Joe's Apartment,1996,13.0,4.619014,78,5.0,87,9.490858,829,11962.0,Comedy|Fantasy|Musical,John Payson,9,4,13,0093101|0104564
0116313,The First Wives Club,1996,26.0,116.39999999999999,102,6.5,172,10.177303,830,2925.0,Comedy,Hugh Wilson,52,9,61,7546362
0117438,Ransom,1996,80.0,309.492681,117,6.4,482,8.772188,832,3595.0,Thriller,Ron Howard,47,8,55,0049656
0115857,Chain Reaction,1996,50.0,60.209334,107,5.3,291,15.874491,836,12123.0,Action|Adventure|Thriller,Andrew Davis,22,3,25,N
0117008,Matilda,1996,36.0,33.459416,98,6.9,892,10.034915,837,10830.0,Comedy|Fantasy,Danny DeVito,59,7,66,3447590
0116191,Emma,1996,6.0,22.231658,121,6.7,152,6.593011,838,3573.0,Comedy|Drama,Douglas McGrath,19,1,20,N
0115986,The Crow: City of Angels,1996,13.0,17.917287,84,5.2,119,6.554679,839,10546.0,Action|Thriller,Tim Pope,16,4,20,0132910|0353324|0109506
0117826,Bordello of Blood,1996,15.0,5.6,87,5.0,63,3.450402,842,9431.0,Comedy|Horror,Gilbert Adler,15,23,38,0250698|0114608
0117718,The Spitfire Grill,1996,6.0,12.643776,117,6.8,17,1.19589,848,47907.0,Drama,Lee David Zlotoff,5,0,5,N
0116225,Escape from L.A.,1996,50.0,42.277365,97,5.6,381,12.229381,849,10061.0,Action|Adventure|Sci-Fi|Thriller,John Carpenter,72,5,77,0082340
0115632,Basquiat,1996,2.962051,3.0111950000000003,108,6.6,97,4.797674,851,549.0,Drama,Julian Schnabel,16,4,20,N
0117918,Tin Cup,1996,45.0,53.854588,135,5.9,152,6.24966,852,10478.0,Comedy|Drama,Ron Shelton,36,2,38,N
0104109,Dingo,1991,0.2,0.3,109,6.0,1,0.124273,853,66634.0,Drama,Rolf de Heer,11,0,11,N
0068646,The Godfather,1972,6.0,245.066411,175,8.5,6024,41.109264,858,238.0,Drama,Francis Ford Coppola,2403,14,2417,0071562|0099674|0172089|0120456
0104558,Police Story 3: Supercop,1992,0.9,20.483423000000002,95,6.7,109,6.751864,861,11134.0,Action|Comedy|Thriller,Stanley Tong,26,7,33,0106544|0116704|0386005|0089374|0095403
0116985,Manny & Lo,1996,0.5,0.431326,88,6.3,9,1.143656,862,88224.0,Drama,Lisa Krueger,3,2,5,N
0115736,Bound,1996,4.5,7.011317,108,6.9,203,12.449574,866,9303.0,Drama|Thriller,Lana Wachowski,55,2,57,N
0120004,The Relic,1997,60.0,33.956608,110,5.8,130,7.699967,879,11015.0,Horror|Thriller,Peter Hyams,8,1,9,N
0116654,The Island of Dr. Moreau,1996,40.0,49.627779000000004,96,4.6,148,12.725343,880,9306.0,Sci-Fi|Thriller,John Frankenheimer,72,0,72,N
0115783,Bulletproof,1996,25.0,22.611954,84,5.4,164,7.859132,886,10723.0,Action|Comedy,Ernest R. Dickerson,15,4,19,9887580
0113253,Halloween: The Curse of Michael Myers,1995,5.0,15.116634,88,5.0,173,8.768288,891,10987.0,Horror|Thriller,Joe Chappelle,75,26,101,0120694|0220506|1502407|1066533|1066534|0077651|0082495|0085636|0095271|0097474
0045152,Singin' in the Rain,1952,2.5408,7.2,103,7.9,747,11.064858,899,872.0,Comedy|Musical,Stanley Donen,644,18,662,N
0043278,An American in Paris,1951,2.723903,4.5,113,6.9,133,5.565203,900,2769.0,Musical,Vincente Minnelli,121,3,124,N
0054698,Breakfast at Tiffany's,1961,2.5,9.5,110,7.6,1082,10.879289,902,164.0,Drama,Blake Edwards,398,4,402,N
0052357,Vertigo,1958,2.479,28.0,128,8.0,1162,18.20822,903,426.0,Drama|Thriller,Alfred Hitchcock,621,6,627,0230277|1204319|0265452
0047396,Rear Window,1954,1.0,36.764313,112,8.2,1531,17.911314,904,567.0,Thriller,Alfred Hitchcock,441,2,443,0206813|0166322
0025316,It Happened One Night,1934,0.325,4.5,105,7.7,283,6.465257,905,3078.0,Comedy,Frank Capra,253,2,255,0027683|0244625|0037685|0038894|0049973|0049072|6591028|0101733|3171674|1093370|0024977
0053125,North by Northwest,1959,4.0,13.275,136,7.8,1062,12.410427,908,213.0,Action|Adventure|Thriller,Alfred Hitchcock,443,4,447,N
0053604,The Apartment,1960,3.0,25.0,125,8.1,498,11.994281,909,284.0,Comedy|Drama,Billy Wilder,146,14,160,0069152|0314486|0482249|0800956|8634598
0053291,Some Like It Hot,1959,2.883848,25.0,122,8.0,835,11.845107,910,239.0,Comedy,Billy Wilder,403,14,417,0263343|0470763|0155997|0300925|3362590|0191124|0043522
0056923,Charade,1963,4.0,13.474588,113,7.7,351,7.098731,911,4808.0,Comedy|Thriller,Stanley Donen,93,7,100,0151205|0068228|0270707|6064006
0034583,Casablanca,1942,0.878,10.4625,102,7.9,1462,13.916101,912,289.0,Drama,Michael Curtiz,2005,6,2011,0047719|0084994|2498588|0361313|0788538
0058385,My Fair Lady,1964,17.0,72.070731,170,7.4,361,12.494394,914,11113.0,Comedy|Drama|Musical,George Cukor,461,1,462,0157965
0047437,Sabrina,1954,2.2388130000000004,10.0,113,7.4,284,7.359741,915,6620.0,Comedy,Billy Wilder,77,2,79,0923883|0293226|0111793|0114319
0046250,Roman Holiday,1953,1.5,12.0,119,7.8,502,11.954806,916,804.0,Comedy|Drama,William Wyler,187,2,189,0367255|0345446|0351790|0093877
0032138,The Wizard of Oz,1939,2.777,33.754967,102,7.4,1689,22.064932,919,630.0,Adventure|Fantasy|Musical,Victor Fleming,4352,5,4357,0054568|0057453|0067280|0089908|0098950|1623205|0884726|4463218|1617650|2761172|0066801|0089533|0118186|2027255
0031381,Gone with the Wind,1939,4.0,400.17645899999997,238,7.7,995,14.240357,920,770.0,Drama,Victor Fleming,1600,1,1601,0108915|0560623
0043014,Sunset Boulevard,1950,1.752,5.0,110,8.2,533,11.709777,922,599.0,Drama,Billy Wilder,510,19,529,0637840|0469609
0033467,Citizen Kane,1941,0.839727,23.217674,119,8.0,1244,15.811921,923,15.0,Drama,Orson Welles,1507,29,1536,N
0062622,2001: A Space Odyssey,1968,10.5,68.7,149,7.9,3075,22.494622,924,62.0,Adventure|Drama|Sci-Fi,Stanley Kubrick,1660,10,1670,0086837
0042192,All About Eve,1950,1.4,0.063463,138,8.0,367,12.06308,926,705.0,Drama,Joseph L. Mankiewicz,295,2,297,0157321|0083761
0032143,The Women,1939,1.688,2.27,133,6.4,26,5.076649,927,22490.0,Comedy,George Cukor,44,0,44,0049578|0430770
0032976,Rebecca,1940,1.288,6.0,130,7.7,346,8.590813,928,223.0,Drama|Thriller,Alfred Hitchcock,164,1,165,0230277|0230009|0400798|1083855|2235695
0038787,Notorious,1946,2.0,24.464742,102,7.8,345,10.135111,930,303.0,Thriller,Alfred Hitchcock,154,0,154,0105022
0038109,Spellbound,1945,1.5,7.0,111,7.3,166,5.47596,931,4174.0,Thriller,Alfred Hitchcock,109,3,112,0047239
0048728,To Catch a Thief,1955,2.5,8.75,106,7.1,299,5.490505,933,381.0,Thriller,Alfred Hitchcock,164,1,165,1886731
0031725,Ninotchka,1939,1.365,2.279,110,7.3,77,5.120036,936,1859.0,Comedy,Ernst Lubitsch,77,2,79,0050972|0212390|0352642
0029843,The Adventures of Robin Hood,1938,2.033,3.981,102,7.6,170,10.685036,940,10907.0,Action|Adventure,Michael Curtiz,194,2,196,0013556
0027125,Top Hat,1935,0.609,3.202,101,7.4,62,7.122093,945,3080.0,Comedy|Musical,Mark Sandrich,120,0,120,N
0049261,Giant,1956,5.4,35.0,201,7.5,169,10.864284,948,1712.0,Drama|Western,George Stevens,130,0,130,N
0048028,East of Eden,1955,1e-06,5.000000000000001e-06,115,7.5,163,6.42883,949,220.0,Drama,Elia Kazan,93,0,93,N
0025878,The Thin Man,1934,0.226408,1.423,93,7.4,97,10.573867,950,3529.0,Comedy,W.S. Van Dyke,115,0,115,0027260|0031047|0034172|0037365|0039853|1754720
0048960,Around the World in Eighty Days,1956,6.0,42.0,167,6.5,85,6.164226,952,2897.0,Adventure|Comedy,Michael Anderson,73,6,79,2764002|9174578
0038650,It's a Wonderful Life,1946,3.18,9.644124,130,8.0,1103,15.031588,953,1585.0,Drama|Fantasy,Frank Capra,1085,3,1088,3344128|0076213|0329737
0031679,Mr. Smith Goes to Washington,1939,1.5,9.6,129,7.9,245,8.168694,954,3083.0,Drama,Frank Capra,220,0,220,0075754
0063350,Night of the Living Dead,1968,0.114,30.0,96,7.5,591,14.384198,968,10331.0,Horror|Sci-Fi|Thriller,George A. Romero,1117,15,1132,0077402|0088993|0418819|0848557|1134854|0100258|0489244|2006801|3393372
0043265,The African Queen,1951,1.3,10.75,105,7.4,232,6.636872,969,488.0,Adventure|Comedy,John Huston,162,1,163,0075639
0051459,Cat on a Hot Tin Roof,1958,3.0,17.570324,108,7.6,168,11.794846,971,261.0,Drama,Richard Brooks,115,0,115,N
0117011,Maximum Risk,1996,25.0,51.702483,100,5.3,104,7.370163,990,10861.0,Action|Adventure|Thriller,Ringo Lam,7,0,7,N
0117039,Michael Collins,1996,28.0,16.9,132,6.8,98,6.728199,991,1770.0,Drama,Neil Jordan,13,4,17,N
0116830,Last Man Standing,1996,67.0,47.267001,101,6.2,263,11.845918,996,9333.0,Action|Drama|Thriller,Walter Hill,11,4,15,0055630|0058461
0117603,Set It Off,1996,9.0,41.590886,118,6.9,66,6.85606,998,9400.0,Action,F. Gary Gray,21,4,25,N
0116259,Extreme Measures,1996,38.0,17.380126,118,5.7,80,4.990506,1003,11306.0,Drama|Thriller,Michael Apted,11,2,13,N
0115862,The Chamber,1996,50.0,22.540359,113,5.9,62,3.998494,1006,6346.0,Drama,James Foley,6,0,6,N
0046672,"20,000 Leagues Under the Sea",1954,5.0,28.2,127,6.9,160,8.722406,1019,173.0,Adventure|Drama|Sci-Fi,Richard Fleischer,148,0,148,0055207|0065522|1351678
0106611,Cool Runnings,1993,14.0,154.864401,98,6.8,510,8.30721,1020,864.0,Comedy,Jon Turteltaub,100,3,103,N
0042332,Cinderella,1950,2.9000000000000004,263.591415,74,6.8,1760,14.436858,1022,11224.0,Animation|Fantasy|Musical,Clyde Geronimi,634,3,637,0291082|0465940|0128996|1661199|1015593|0158472
0057546,The Sword in the Stone,1963,3.0,22.182353000000003,79,6.9,935,10.636458,1025,9078.0,Animation|Fantasy|Musical,Wolfgang Reitherman,165,5,170,4872762
0102798,Robin Hood: Prince of Thieves,1991,48.0,390.4939079999,143,6.6,937,10.639244,1027,8367.0,Adventure|Drama,Kevin Reynolds,176,3,179,0117436
0058331,Mary Poppins,1964,6.0,102.27272699999999,139,7.4,1217,15.11549,1028,433.0,Comedy|Fantasy|Musical,Robert Stevenson,1004,3,1007,5028340
0033563,Dumbo,1941,0.812,1.5999999999999999,64,6.8,1206,14.655879,1029,11360.0,Animation|Drama|Musical,Samuel Armstrong,538,3,541,3861390
0066817,Bedknobs and Broomsticks,1971,20.0,17.9,117,6.8,260,10.362012,1031,12335.0,Adventure|Musical,Robert Stevenson,92,2,94,N
0043274,Alice in Wonderland,1951,3.0,572.0,75,7.0,1557,16.488937,1032,12092.0,Adventure|Animation|Fantasy|Musical,Hamilton Luske,384,2,386,N
0082406,The Fox and the Hound,1981,12.0,29.8,82,7.0,884,10.197106,1033,10948.0,Animation|Drama,Ted Berman,97,3,100,0465997
0059742,The Sound of Music,1965,8.2,286.214286,174,7.4,966,9.06773,1035,15121.0,Musical,Robert Wise,1005,0,1005,0429072
0095016,Die Hard,1988,28.0,140.767956,131,7.5,4005,16.640522,1036,562.0,Action|Thriller,John McTiernan,1205,15,1220,0099423|0112864|0337978|1606378
0104692,The Lawnmower Man,1992,10.0,32.101000000000006,108,5.4,198,6.685948,1037,10163.0,Action|Horror|Sci-Fi|Thriller,Brett Leonard,84,5,89,0116839
0117589,Secrets & Lies,1996,4.5,13.417292,142,7.1,127,11.223572,1041,11159.0,Drama,Mike Leigh,63,2,65,N
0117791,Surviving Picasso,1996,16.0,1.9850009999999998,125,5.3,21,2.167132,1044,41843.0,Drama,James Ivory,5,0,5,N
0116908,The Long Kiss Goodnight,1996,65.0,89.456761,120,6.4,323,14.482345,1047,11412.0,Action|Drama|Thriller,Renny Harlin,47,18,65,N
0116409,The Ghost and the Darkness,1996,50.0,75.0,109,6.4,238,10.789928,1049,10586.0,Action|Adventure,Stephen Hopkins,18,2,20,0249818|0044462
0116404,Get on the Bus,1996,2.4,5.731103,120,7.0,11,5.230661,1054,49471.0,Drama,Spike Lee,18,4,22,N
0120107,Shadow Conspiracy,1997,45.0,2.1545400000000003,103,4.0,12,3.733574,1055,38153.0,Thriller,George P. Cosmatos,1,4,5,N
0116722,Jude,1996,7.0,0.405,123,6.6,38,3.379677,1056,25147.0,Drama,Michael Winterbottom,7,1,8,N
0117509,Romeo + Juliet,1996,14.5,147.29876099999998,120,6.7,1406,11.774061,1059,454.0,Drama,Baz Luhrmann,177,5,182,N
0117802,Swingers,1996,0.2,4.505922,94,6.8,255,6.578025,1060,10218.0,Comedy|Drama,Doug Liman,129,28,157,N
0117665,Sleepers,1996,44.0,165.615285,147,7.3,729,9.198283,1061,819.0,Thriller,Barry Levinson,19,8,27,N
0067992,Willy Wonka & the Chocolate Factory,1971,3.0,4.0,100,7.4,826,12.416635,1073,252.0,Comedy|Fantasy|Musical,Mel Stuart,807,5,812,0367594|3872780|6803390
0070707,Sleeper,1973,2.0,18.344729,89,7.0,206,6.048904,1077,11561.0,Comedy|Sci-Fi,Woody Allen,60,18,78,N
0066808,Bananas,1971,2.0,11.833696,82,6.7,167,4.331819,1078,11302.0,Comedy,Woody Allen,49,10,59,N
0095159,A Fish Called Wanda,1988,7.5,62.493712,108,7.1,576,11.400353,1079,623.0,Comedy,Charles Crichton,128,5,133,0435259
0079470,Life of Brian,1979,4.0,20.045115,94,7.7,1230,10.714173,1080,583.0,Comedy,Terry Jones,258,13,271,0084352|0085959|0287570|0220292|3872778|0063929|0066765|0202477|0071853
0059243,The Great Race,1965,12.0,25.333333,160,7.2,64,4.473327,1083,11575.0,Comedy|Musical,Blake Edwards,56,13,69,N
0061418,Bonnie and Clyde,1967,2.5,50.7,111,7.6,384,12.109198,1084,475.0,Drama,Arthur Penn,380,2,382,N
0046912,Dial M for Murder,1954,1.4,3.0,104,7.9,539,7.853231,1086,521.0,Thriller,Alfred Hitchcock,195,0,195,0503488|1267103|0353795
0092890,Dirty Dancing,1987,6.0,213.954274,100,7.1,1371,14.044122,1088,88.0,Drama|Musical,Emile Ardolino,544,5,549,0094450|0338096|0461062
0105236,Reservoir Dogs,1992,1.2,14.661007,99,8.1,3821,12.22034,1089,500.0,Thriller,Quentin Tarantino,638,69,707,0294662|2306707|6493238
0091763,Platoon,1986,6.0,138.530565,120,7.5,1236,18.206972,1090,792.0,Drama,Oliver Stone,254,3,257,0096969|0107096
0098627,Weekend at Bernie's,1989,6.5,30.218387,97,6.4,255,8.051891,1091,8491.0,Comedy,Ted Kotcheff,212,4,216,0108539|0476819
0103772,Basic Instinct,1992,49.0,352.92722399999997,127,6.5,869,16.628427,1092,402.0,Thriller,Paul Verhoeven,410,15,425,0430912|1177899
0101761,The Doors,1991,38.0,34.416893,140,6.7,285,7.829619,1093,10537.0,Drama,Oliver Stone,90,6,96,N
0104036,The Crying Game,1992,3.705538,62.548947,112,6.9,180,7.404329,1094,11386.0,Drama|Thriller,Neil Jordan,163,5,168,0286672
0104348,Glengarry Glen Ross,1992,12.5,10.725228,100,7.5,330,6.792215,1095,9504.0,Drama,James Foley,163,1,164,N
0084707,Sophie's Choice,1982,12.0,30.035999999999998,151,7.4,149,15.417202,1096,15764.0,Drama,Alan J. Pakula,235,1,236,N
0083866,E.T. the Extra-Terrestrial,1982,10.5,792.965326,115,7.3,3359,19.358546,1097,601.0,Drama|Sci-Fi,Steven Spielberg,1903,23,1926,0334917|0422429
0099371,Days of Thunder,1990,60.0,157.920733,107,5.9,359,7.046753,1100,2119.0,Action|Drama,Tony Scott,111,0,111,N
0092099,Top Gun,1986,15.0,356.830601,110,6.7,1736,20.301019,1101,744.0,Action,Tony Scott,880,0,880,1745960|0099575|1637998
0044081,A Streetcar Named Desire,1951,1.7999999999999998,8.0,125,7.6,291,7.301719,1104,702.0,Drama,Elia Kazan,394,1,395,N
0116378,The Funeral,1996,12.5,1.2273239999999999,99,7.3,31,2.772039,1114,21612.0,Drama,Abel Ferrara,7,2,9,N
0117318,The People vs. Larry Flynt,1996,36.0,20.300385,129,6.8,257,9.178371,1120,1630.0,Comedy|Drama,Miloš Forman,39,5,44,N
0072081,The Return of the Pink Panther,1975,5.0,41.833347,113,6.7,138,6.501177,1125,11843.0,Comedy,Blake Edwards,52,13,65,0075066|0078163|0084814|0085384|0108187|0057413|0058586|0063135
0101775,Drop Dead Fred,1991,6.788,13.878334,103,5.9,107,7.88101,1126,10379.0,Comedy|Fantasy,Ate de Jong,43,1,44,2404579|1427206
0096754,The Abyss,1989,70.0,90.000098,139,7.1,822,9.809585,1127,2756.0,Action|Adventure|Sci-Fi|Thriller,James Cameron,162,8,170,N
0080749,The Fog,1980,1.0,21.378360999999998,89,6.4,318,9.194572,1128,790.0,Horror,John Carpenter,109,4,113,0432291
0082340,Escape from New York,1981,6.0,50.244699999999995,99,6.9,720,10.124544,1129,1103.0,Action|Adventure|Sci-Fi|Thriller,John Carpenter,261,4,265,0116225|0984981
0082533,The Howling,1981,1.0,17.985893,91,6.4,165,6.715512,1130,11298.0,Horror,Joe Dante,121,15,136,0089308|0093227|0095334|0097534|0102067|0113349|1554092
0071853,Monty Python and the Holy Grail,1975,0.4,5.028948,91,7.8,1742,10.43389,1136,762.0,Adventure|Comedy|Fantasy,Terry Gilliam,652,26,678,0079470|0084352|0085959|0287570|0220292|3872778|8369688|9751834|0063929|0066765|0202477
0115610,Bad Moon,1996,7.0,1.1,80,5.7,33,2.661026,1168,49763.0,Action|Adventure|Horror,Eric Red,3,1,4,N
0101700,Delicatessen,1991,4.0,1.794187,99,7.4,320,12.565447,1175,892.0,Comedy|Drama,Jean-Pierre Jeunet,27,9,36,N
0116209,The English Patient,1996,27.0,231.976425,162,7.0,559,15.564161,1183,409.0,Drama,Anthony Minghella,138,4,142,N
0097937,My Left Foot: The Story of Christy Brown,1989,0.64518,14.743391,103,7.5,208,5.841931,1185,10161.0,Drama,Jim Sheridan,83,0,83,N
0105488,Strictly Ballroom,1992,3.0,33.946224,94,6.2,83,3.233531,1188,10409.0,Comedy,Baz Luhrmann,52,0,52,N
0102370,Madonna: Truth or Dare,1991,4e-06,2.9e-05,119,6.3,32,1.325299,1191,10174.0,Documentary|Musical,Alek Keshishian,45,8,53,N
0100332,Paris is Burning,1990,0.5,3.77962,71,8.2,67,4.101295,1192,31225.0,Documentary,Jennie Livingston,25,10,35,N
0073486,One Flew Over the Cuckoo's Nest,1975,3.0,108.9812749999,133,8.3,3001,35.529554,1193,510.0,Drama,Miloš Forman,590,3,593,7423538|0255641|4246776|0451787
0080684,The Empire Strikes Back,1980,18.0,538.4,124,8.2,5998,19.470959,1196,1891.0,Action|Adventure|Sci-Fi,Irvin Kershner,2666,6,2672,0086190|0120915|0121765|0121766|2488496|2527336|2527338|0076759
0093779,The Princess Bride,1987,16.0,30.857814,98,7.6,1518,15.15267,1197,2493.0,Action|Adventure|Comedy|Fantasy,Rob Reiner,557,7,564,1259780
0082971,Raiders of the Lost Ark,1981,18.0,389.92597099999995,115,7.7,3949,19.901576,1198,85.0,Action|Adventure,Steven Spielberg,2151,32,2183,0087469|0097576|0367882|1462764|0772251
0090605,Aliens,1986,18.5,183.316455,137,7.7,3282,21.761179,1200,679.0,Action|Adventure|Horror|Sci-Fi,James Cameron,972,20,992,0103644|0118583|0078748
0060196,"The Good, the Bad and the Ugly",1966,1.2,6.0,161,8.1,2371,16.788787,1201,429.0,Action|Adventure|Western,Sergio Leone,801,12,813,0313588|0109959|0058461|0059578
0050083,12 Angry Men,1957,0.35,1.0,96,8.2,2130,16.503959,1203,389.0,Drama,Sidney Lumet,212,4,216,0556204|0122737
0056172,Lawrence of Arabia,1962,15.0,69.995385,216,7.8,870,10.893332,1204,947.0,Adventure|Drama,David Lean,484,3,487,0099356
0066921,A Clockwork Orange,1971,2.2,26.589,136,8.0,3432,17.112594,1206,185.0,Drama|Sci-Fi|Thriller,Stanley Kubrick,902,18,920,4042592
0056592,To Kill a Mockingbird,1962,2.0,13.129846,129,7.9,676,14.284787,1207,595.0,Drama,Robert Mulligan,202,1,203,N
0078788,Apocalypse Now,1979,31.5,89.460381,153,8.0,2112,13.5963,1208,28.0,Action|Drama,Francis Ford Coppola,1291,14,1305,N
0064116,Once Upon a Time in the West,1968,5.0,5.321508,175,8.1,1160,15.589351,1209,335.0,Action|Drama|Western,Sergio Leone,249,23,272,N
0086190,Return of the Jedi,1983,32.35,572.6999999999999,135,7.9,4763,14.586087,1210,1892.0,Action|Adventure|Sci-Fi,Richard Marquand,1741,20,1761,0120915|0121765|0121766|2488496|2527336|2527338|0076759|0080684
0093191,Wings of Desire,1987,2.5,3.2,128,7.5,256,6.357321,1211,144.0,Drama|Fantasy,Wim Wenders,55,6,61,0107209|0120632
0099685,GoodFellas,1990,25.0,46.836394,145,8.2,3211,15.424092,1213,769.0,Drama,Martin Scorsese,755,20,775,N
0078748,Alien,1979,11.0,104.93180099989999,117,7.9,4564,23.37742,1214,348.0,Horror|Sci-Fi,Ridley Scott,1536,14,1550,0090605|0103644|0118583
0089881,Ran,1985,11.5,4.069653,162,7.9,349,12.250232,1217,11645.0,Drama,Akira Kurosawa,59,1,60,N
0054215,Psycho,1960,0.806948,32.0,109,8.3,2405,36.826309,1219,539.0,Horror,Alfred Hitchcock,2165,4,2169,0086154|0091799|0092622|0102724|0155975|2188671|0155975
0080455,The Blues Brothers,1980,27.0,115.22989,133,7.5,1092,10.076901,1220,525.0,Action|Comedy|Musical,John Landis,527,21,548,0472243|0118747
0071562,The Godfather: Part II,1974,13.0,47.542841,200,8.3,3418,36.629307,1221,240.0,Drama,Francis Ford Coppola,516,6,522,0099674|0908264|0068646
0093058,Full Metal Jacket,1987,17.0,46.357676,116,7.9,2595,13.94148,1222,600.0,Drama,Stanley Kubrick,542,24,566,N
0086879,Amadeus,1984,18.0,51.973029,160,7.8,1107,12.677592,1225,279.0,Drama,Miloš Forman,174,3,177,N
0081398,Raging Bull,1980,18.0,23.0,129,7.7,968,8.868558,1228,1578.0,Drama,Martin Scorsese,490,11,501,1148205
0075686,Annie Hall,1977,4.0,38.251425,93,7.8,1044,18.146043,1230,703.0,Comedy,Woody Allen,381,20,401,N
0086197,The Right Stuff,1983,27.0,21.5,193,7.4,241,14.902397,1231,9549.0,Drama,Philip Kaufman,199,3,202,N
0082096,Das Boot,1981,14.0,85.0,149,7.9,623,8.80338,1233,387.0,Action|Drama,Wolfgang Petersen,144,1,145,5830254
0070735,The Sting,1973,5.5,159.616327,129,7.9,639,12.016821,1234,9277.0,Comedy,George Roy Hill,213,2,215,0086370|0182777
0088247,The Terminator,1984,6.4,78.3712,108,7.4,4208,19.293562,1240,218.0,Action|Sci-Fi|Thriller,James Cameron,1989,30,2019,0103064|0181852|0438488|1340138|6450804|3585942
0103873,Braindead,1992,3.0,0.242623,104,7.4,388,13.645568,1241,763.0,Comedy|Fantasy|Horror,Peter Jackson,133,18,151,N
0097441,Glory,1989,18.0,26.828365,122,7.4,391,7.521346,1242,9665.0,Drama,Edward Zwick,101,2,103,N
0100150,Miller's Crossing,1990,14.0,5.080409,115,7.5,431,7.495853,1245,379.0,Drama|Thriller,Joel Coen,62,8,70,N
0097165,Dead Poets Society,1989,16.4,235.860116,129,8.1,2786,19.905716,1246,207.0,Drama,Peter Weir,220,4,224,0277799
0061722,The Graduate,1967,3.0,104.945305,106,7.6,855,12.057829,1247,37247.0,Comedy|Drama,Mike Nichols,723,3,726,N
0052311,Touch of Evil,1958,0.829,2.247465,95,7.6,292,9.665347,1248,1480.0,Thriller,Orson Welles,242,3,245,N
0050212,The Bridge on the River Kwai,1957,3.0,27.2,161,7.7,554,8.851646,1250,826.0,Adventure|Drama,David Lean,265,2,267,N
0071315,Chinatown,1974,6.0,30.0,130,7.9,939,12.29227,1252,829.0,Thriller,Roman Polanski,403,2,405,0100828
0040897,The Treasure of the Sierra Madre,1948,3.8,4.3069999999999995,126,7.9,285,8.070589,1254,3090.0,Action|Adventure|Drama|Western,John Huston,286,1,287,0540151|0088390|1527139|0117373
0081505,The Shining,1980,19.0,44.017374,144,8.1,3890,19.611589,1258,694.0,Horror,Stanley Kubrick,1829,29,1858,5606664
0092005,Stand by Me,1986,8.0,52.287414000000005,89,7.8,1568,15.206957,1259,235.0,Adventure|Drama,Rob Reiner,298,38,336,N
0092991,Evil Dead II,1987,3.6,5.923044,84,7.5,760,13.520764,1261,765.0,Action|Comedy|Fantasy|Horror,Sam Raimi,376,38,414,0106308|4189022|1334560|0083907
0057115,The Great Escape,1963,4.0,11.744470999999999,172,7.8,731,14.384114,1262,5925.0,Action|Adventure|Drama,John Sturges,406,1,407,0095252
0077416,The Deer Hunter,1978,15.0,50.0,183,7.8,943,7.729445,1263,11778.0,Drama,Michael Cimino,298,3,301,N
0107048,Groundhog Day,1993,14.600000000000001,70.906973,101,7.4,2358,12.989627,1265,137.0,Comedy|Fantasy,Harold Ramis,398,13,411,0374358
0105695,Unforgiven,1992,14.0,159.157447,131,7.7,1133,10.942149,1266,33.0,Drama|Western,Clint Eastwood,166,8,174,2347134
0056218,The Manchurian Candidate,1962,80.0,96.10591,126,7.7,188,7.991677,1267,982.0,Thriller,John Frankenheimer,186,7,193,0368008
0088763,Back to the Future,1985,19.0,381.1097619999,116,8.0,6239,25.778509,1270,105.0,Adventure|Comedy|Sci-Fi,Robert Zemeckis,1899,31,1930,0096874|0099088|0101042|4961498|1396208
0101921,Fried Green Tomatoes,1991,11.0,119.418501,130,7.6,298,6.584254,1271,1633.0,Comedy|Drama,Jon Avnet,56,0,56,N
0066206,Patton,1970,12.0,89.8,172,7.3,327,14.382289,1272,11202.0,Drama,Franklin J. Schaffner,301,0,301,0091383
0094625,Akira,1988,8.0,0.553171,124,7.8,792,10.888917,1274,149.0,Action|Adventure|Animation|Sci-Fi,Katsuhiro Ōtomo,218,25,243,1059188|1134795
0091203,Highlander,1986,16.0,5.9,116,6.8,642,16.870392,1275,8009.0,Action|Adventure|Fantasy,Russell Mulcahy,267,5,272,0102034|0103442|0182228|0147773|0110027|0144714|0144964|0299981|0465657|1235529
0061512,Cool Hand Luke,1967,3.0,16.217773,126,7.7,390,9.718713,1276,903.0,Drama,Stuart Rosenberg,303,0,303,N
0072431,Young Frankenstein,1974,2.8,86.273333,106,7.7,880,9.339316,1278,3034.0,Comedy|Fantasy,Mel Brooks,373,20,393,0362137
0102536,Night on Earth,1991,3.5,2.01581,129,7.5,165,8.291886,1279,339.0,Comedy|Drama,Jim Jarmusch,22,20,42,N
0032553,The Great Dictator,1940,2.0,11.0,125,8.1,756,9.241748,1281,914.0,Comedy|Drama,Charlie Chaplin,186,2,188,N
