imdb_id,title,year,budget,actual_budget,revenue,actual_revenue,runtime,vote_average,vote_count,popularity,movielens_id,tmdb_id,genres,director,in_connections,out_connections,tot_connections,connected_movies,0,1
97123,Crimes and Misdemeanors,1989,19.0,42.75,18.25,41.06,104,7.4,201,6.645295,2973,11562.0,Comedy|Drama,Woody Allen,52,14,66,0097123,-0.0219979430408256,0.0018581494613262
168501,The Best Man,1999,9.0,15.03,34.57,57.73,120,6.8,38,5.055141,2975,16162.0,Comedy|Drama,Malcolm D. Lee,12,4,16,2083355|3345056|0168501,-0.0198040097951686,0.0032942151222271
93870,RoboCop,1987,13.0,31.85,53.0,129.85,102,7.1,1494,13.485583,2985,5548.0,Action|Drama|Sci-Fi|Thriller,Paul Verhoeven,857,27,884,0100502|0107978|0108909|0220008|3034552|1234721|0093870,0.0041249592917764,-0.0015733073747762
100502,RoboCop 2,1990,35.0,74.55,45.68,97.3,117,5.6,498,10.969876,2986,5549.0,Action|Sci-Fi|Thriller,Irvin Kershner,64,9,73,0107978|0108909|0220008|3034552|0093870|0100502,0.0145485629945778,0.0013743705923018
96438,Who Framed Roger Rabbit,1988,70.0,165.2,329.8,778.33,104,7.2,1466,16.78596,2987,856.0,Adventure|Animation|Comedy|Fantasy,Robert Zemeckis,640,71,711,1540148|0096438,-0.013909735793355,0.0178908230342803
82398,For Your Eyes Only,1981,28.0,85.96,195.31,599.6,127,6.3,497,9.765123,2989,699.0,Action|Adventure|Thriller,John Glen,371,22,393,0086034|0090264|0093428|0097742|0113189|0120347|0143145|0246460|0381061|0830515|1074638|2379713|2382320|0055928|0057076|0058150|0059800|0062512|0064757|0066995|0070328|0071807|0076752|0079574|0082398,0.0078566262247016,0.0055316259256652
97742,Licence to Kill,1989,32.0,72.0,156.17,351.38,133,5.9,549,11.137888,2990,709.0,Action|Adventure|Thriller,John Glen,314,21,335,0113189|0120347|0143145|0246460|0381061|0830515|1074638|2379713|2382320|0055928|0057076|0058150|0059800|0062512|0064757|0066995|0070328|0071807|0076752|0079574|0082398|0086034|0090264|0093428|0097742,0.0082437023766579,0.0055780896441778
70328,Live and Let Die,1973,7.0,43.89,161.78,1014.36,121,6.4,540,9.773768,2991,253.0,Action|Adventure|Thriller,Guy Hamilton,442,13,455,0071807|0076752|0079574|0082398|0086034|0090264|0093428|0097742|0113189|0120347|0143145|0246460|0381061|0830515|1074638|2379713|2382320|1214098|0055928|0057076|0058150|0059800|0062512|0064757|0066995|0070328,0.0076821840359748,0.0053950258439409
59800,Thunderball,1965,5.5,48.68,141.2,1249.62,130,6.5,572,10.517835,2993,660.0,Action|Adventure|Thriller,Terence Young,478,7,485,0062512|0064757|0066995|0070328|0071807|0076752|0079574|0082398|0086034|0090264|0093428|0097742|0113189|0120347|0143145|0246460|0381061|0830515|1074638|2379713|2382320|1213900|0055928|0057076|0058150|0059800,0.0075411611628708,0.0053382452104721
185371,House on Haunted Hill,1999,19.0,31.73,40.85,68.22,93,5.5,211,10.187278,2995,11377.0,Horror|Thriller,William Malone,22,14,36,0827782|0051744|0185371,0.0165277117686751,-0.0135887960327873
166943,Music of the Heart,1999,27.0,45.09,14.86,24.82,124,6.3,49,3.104943,2996,26149.0,Drama,Wes Craven,17,2,19,0117669|0166943,0.0074756946201978,-0.021752812626994
120601,Being John Malkovich,1999,13.0,21.71,22.86,38.18,112,7.3,1124,11.416319,2997,492.0,Comedy|Drama|Fantasy,Spike Jonze,127,21,148,0120601,-0.020703884743643,0.007991342606157
119698,Princess Mononoke,1997,26.5,46.11,159.38,277.32,134,8.2,2041,17.166725,3000,128.0,Action|Adventure|Animation|Drama|Fantasy,Hayao Miyazaki,94,5,99,0119698,-0.0234388773813809,-0.0023306530804073
120596,The Bachelor,1999,51.0,85.17,36.91,61.64,101,4.5,84,5.061725,3004,2020.0,Comedy,Gary Sinyor,20,7,27,0231758|0000492|0232073|0016332|0120596,0.025284375203901,-0.0021187525595994
145681,The Bone Collector,1999,73.0,121.91,151.49,252.99,118,6.5,843,8.884406,3005,9481.0,Thriller,Phillip Noyce,22,6,28,9307990|0145681,0.0096285407562277,-0.0154337670342692
140352,The Insider,1999,90.0,150.3,60.29,100.68,157,7.3,489,11.3569,3006,9008.0,Drama|Thriller,Michael Mann,51,25,76,0140352,-0.003271594055173,-0.0167694394676572
83767,Creepshow,1982,8.0,23.12,21.03,60.78,120,6.7,228,10.434018,3016,16281.0,Horror,George A. Romero,141,16,157,0092796|0478125|0485887|0083767,-0.0145989113634122,-0.0167914019544616
92796,Creepshow 2,1987,3.5,8.58,14.0,34.3,92,5.9,133,9.330087,3017,16288.0,Horror,Michael Gornick,33,8,41,0478125|0485887|0083767|0092796,0.0081710932619833,0.0225187670434439
89885,Re-Animator,1985,0.9,2.33,2.02,5.23,86,7.0,263,9.867238,3018,1694.0,Comedy|Horror|Sci-Fi,Stuart Gordon,201,11,212,0099180|0222812|0373770|0089885,-0.0132647022396999,0.0122476128104403
97240,Drugstore Cowboy,1989,2.5,5.62,4.73,10.64,100,7.0,117,8.026112,3019,476.0,Drama,Gus Van Sant,48,4,52,0097240,0.0221755642106644,0.0031064322322717
106856,Falling Down,1993,25.0,48.25,40.9,78.94,113,7.2,837,10.175138,3020,37094.0,Action|Drama,Joel Schumacher,86,19,105,0833444|1166809|0106856,-0.0082775557763131,-0.0036587318270451
18183,My Best Girl,1927,0.48,7.7,1.03,16.53,80,8.0,2,0.205671,3023,73969.0,Comedy,Sam Taylor,7,0,7,0018183,-0.0155617053736,-0.0202743505655479
82817,Nighthawks,1981,5.0,15.35,19.91,61.12,99,6.4,87,5.830675,3029,21610.0,Action|Drama,Bruce Malmuth,33,1,34,0082817,-0.0055413372115648,-0.001866294415226
94012,Spaceballs,1987,22.7,55.62,38.12,93.39,96,6.7,924,9.10373,3033,957.0,Comedy|Sci-Fi,Mel Brooks,318,58,376,0094012,-0.0141417088204877,0.0126663829631087
70608,Robin Hood,1973,15.0,94.05,32.06,201.02,83,7.0,1155,11.179855,3034,11886.0,Adventure|Animation|Comedy|Musical,Wolfgang Reitherman,155,7,162,1221182|0070608,-0.0151567859627366,0.0168062286927403
82484,Quest for Fire,1981,12.0,36.84,55.26,169.65,100,7.2,111,8.341166,3036,62204.0,Adventure|Drama,Jean-Jacques Annaud,75,0,75,0082484,-0.0156591704962609,-0.0054038396426537
65988,Little Big Man,1970,15.0,107.85,31.56,226.92,139,7.5,128,8.186994,3037,11040.0,Western,Arthur Penn,73,3,76,0065988,-0.0233006436430095,0.0103563267498987
86465,Trading Places,1983,40.6,113.68,90.4,253.12,116,7.1,763,14.285052,3039,1621.0,Comedy,John Landis,170,16,186,0086465,-0.0138676010822622,-0.0191363727035216
83254,Under the Rainbow,1981,20.0,61.4,2.3,7.06,98,4.9,7,0.69162,3048,47941.0,Comedy,Steve Rash,14,3,17,0083254,-0.0249179467561545,-0.0045067674841886
149691,Anywhere But Here,1999,23.0,38.41,18.65,31.15,114,5.9,67,12.593734,3051,21349.0,Comedy|Drama,Wayne Wang,12,7,19,0149691,-0.0145732531810579,0.0053912456333894
120655,Dogma,1999,10.0,16.7,30.65,51.19,130,6.8,842,8.559088,3052,1832.0,Adventure|Comedy|Fantasy,Kevin Smith,102,58,160,0210413|0261392|0433537|0424345|6521876|0109445|0113749|0118842|0120655,-0.0117193391827064,0.0163672939629549
151137,The Messenger: The Story of Joan of Arc,1999,60.0,100.2,66.98,111.86,148,6.2,373,9.471838,3053,10047.0,Drama,Luc Besson,14,0,14,0151137,0.005011591994407,-0.0231011937654278
190641,Pokémon: The First Movie: Mewtwo Strikes Back,1998,30.0,51.3,163.64,279.82,75,6.7,336,7.556826,3054,10228.0,Adventure|Animation|Fantasy|Sci-Fi,Michael Haigney,80,5,85,6277156|0210234|0235679|0304564|0287635|0347791|0420076|0435286|0875609|1000095|1226251|1160525|1468843|1690470|1739212|1961324|2549540|3257582|3918368|4503906|5889204|6595896|8856470|0168366|0190641,-0.0243123431727708,0.0018996549937375
56197,The Longest Day,1962,10.0,92.3,50.1,462.42,178,7.3,237,10.770928,3062,9289.0,Action|Drama,Bernhard Wicki,88,0,88,0059853|0056197,-0.0094884188680175,-0.0038651022940041
66473,Tora! Tora! Tora!,1970,25.48,183.2,29.55,212.46,144,6.9,150,7.262326,3066,11165.0,Action|Drama,Richard Fleischer,72,0,72,0066473,-0.0086902965754204,0.0001161908831901
95675,Women on the Verge of a Nervous Breakdown,1988,0.7,1.65,7.18,16.94,88,7.6,149,5.470331,3067,4203.0,Comedy|Drama,Pedro Almodóvar,29,5,34,0095675,-0.0227215422712001,0.0015797672315642
84855,The Verdict,1982,16.0,46.24,53.98,156.0,129,7.4,132,9.596883,3068,24226.0,Drama,Sidney Lumet,54,3,57,0084855,0.0124966462219542,0.0213832987968531
162661,Sleepy Hollow,1999,100.0,167.0,206.07,344.14,105,6.9,1774,11.072361,3081,2668.0,Fantasy|Horror,Tim Burton,87,22,109,0162661,0.006104787120038,-0.0203548718119729
143145,The World Is Not Enough,1999,135.0,225.45,361.83,604.26,128,6.0,878,12.130127,3082,36643.0,Action|Adventure|Thriller,Michael Apted,299,28,327,0246460|0381061|0830515|1074638|2379713|2382320|0055928|0057076|0058150|0059800|0062512|0064757|0066995|0070328|0071807|0076752|0079574|0082398|0086034|0090264|0093428|0097742|0113189|0120347|0143145,0.0083964840498469,0.0059237929092613
185125,All About My Mother,1999,8.27,13.81,67.87,113.34,101,7.4,337,10.000915,3083,99.0,Drama,Pedro Almodóvar,32,14,46,0185125,-0.0178607567677786,-0.0166703385923096
40522,Bicycle Thieves,1948,0.13,1.5,0.36,4.16,93,8.0,404,13.233136,3089,5156.0,Drama,Vittorio De Sica,121,6,127,0110498|0040522,-0.0176064474738432,-0.0184635183200402
93509,Matewan,1987,4.0,9.8,1.68,4.12,132,7.2,33,3.350126,3090,24276.0,Drama,John Sayles,6,0,6,0093509,-0.0085902348506485,-0.0229682057735759
87781,The Natural,1984,28.0,75.04,47.95,128.51,137,7.0,162,12.319855,3098,11393.0,Drama,Barry Levinson,121,0,121,0087781,-0.0074072764189438,-0.0228277529186024
93010,Fatal Attraction,1987,14.0,34.3,320.15,784.37,119,6.6,305,14.260779,3101,10998.0,Drama|Thriller,Adrian Lyne,415,4,419,0353169|1435174|0330222|0213139|0093010,-0.0046989758758398,-0.0109086834447886
100680,Stanley & Iris,1990,23.0,48.99,5.82,12.4,104,5.7,26,1.914881,3103,36094.0,Drama,Martin Ritt,3,0,3,0100680,0.0158386077140344,0.0174375990737732
95631,Midnight Run,1988,30.0,70.8,38.41,90.65,126,7.2,241,5.564321,3104,9013.0,Action|Comedy|Thriller,Martin Brest,65,5,70,0109138|0110511|0110510|1613061|0095631,0.0018619215851586,0.0042570044617666
101393,Backdraft,1991,75.0,153.75,152.37,312.36,137,6.4,360,9.883727,3107,2924.0,Action|Drama,Ron Howard,148,2,150,8172466|0101393,-0.0061788586200682,-0.0006963772823904
101889,The Fisher King,1991,24.0,49.2,41.9,85.9,137,7.2,346,11.184385,3108,177.0,Comedy|Drama|Fantasy,Terry Gilliam,64,61,125,0101889,-0.0197826184768072,0.0084872262268787
88007,The River,1984,18.0,48.24,11.5,30.82,122,6.5,21,6.303384,3109,38557.0,Drama,Mark Rydell,8,0,8,0088007,0.0127866122089628,0.0174209611792924
146675,End of Days,1999,100.0,167.0,211.99,354.02,121,5.5,488,9.62371,3113,9946.0,Action|Fantasy|Horror|Thriller,Peter Hyams,64,19,83,0146675,0.0172120709940371,-0.0018224499034971
120363,Toy Story 2,1999,90.0,150.3,497.37,830.61,92,7.3,3914,17.547693,3114,863.0,Adventure|Animation|Comedy|Fantasy,John Lasseter,268,72,340,0435761|1850374|2033372|2340678|2446040|3473654|1979376|1016726|0114709|0120363,-0.0143997557069749,0.0182706883325645
134154,Ride with the Devil,1999,38.0,63.46,0.64,1.07,138,6.6,49,7.059308,3117,22267.0,Drama,Ang Lee,6,1,7,0134154,0.0017771076245927,0.0230613348286797
172396,The End of the Affair,1999,23.0,38.41,10.83,18.09,102,6.6,56,6.200344,3125,20024.0,Drama,Neil Jordan,13,1,14,0172396,0.0050388479305468,0.0223277042807827
99165,The Bonfire of the Vanities,1990,47.0,100.11,15.69,33.42,125,5.3,113,5.507082,3130,9586.0,Comedy|Drama,Brian De Palma,51,2,53,0099165,-0.0184576585572968,0.0074082530159906
100828,The Two Jakes,1990,19.0,40.47,10.0,21.3,138,6.2,48,4.476578,3141,32669.0,Drama,Jack Nicholson,14,4,18,0071315|0100828,0.0205913909210593,0.0057649294224981
205000,Deuce Bigalow: Male Gigolo,1999,17.0,28.39,65.54,109.45,88,5.4,314,6.567794,3146,10402.0,Comedy,Mike Mitchell,50,13,63,0367652|0205000,-0.0077832185575677,-0.0226902832260231
120689,The Green Mile,1999,60.0,100.2,284.6,475.28,189,8.2,4166,19.96678,3147,497.0,Drama,Frank Darabont,169,7,176,0120689,-0.0232031393834525,-0.0116846859923143
124315,The Cider House Rules,1999,24.0,40.08,88.55,147.88,126,6.9,285,9.526781,3148,1715.0,Drama,Lasse Hallström,53,4,57,0124315,0.0223582020526256,-0.0072397982455197
67328,The Last Picture Show,1971,1.3,8.94,29.13,200.41,118,7.6,133,5.961382,3152,25188.0,Drama,Peter Bogdanovich,110,13,123,0103069|0067328,-0.021331264374672,-0.0128383498895935
182789,Bicentennial Man,1999,100.0,167.0,93.7,156.48,131,6.9,998,9.369918,3156,2277.0,Drama|Sci-Fi,Chris Columbus,32,4,36,0182789,-0.0135797128264573,-0.010147637650905
164912,Stuart Little,1999,133.0,222.11,300.14,501.23,84,5.8,998,8.3595,3157,10137.0,Comedy|Fantasy,Rob Minkoff,70,1,71,0243585|0356302|0472602|0164912,-0.0162993462848872,0.015733965636581
120910,Fantasia 2000,1999,80.0,133.6,90.87,151.75,74,7.0,300,14.972573,3159,49948.0,Animation|Musical,James Algar,43,13,56,0032455|0120910,-0.0212883777055296,0.0130002188670639
175880,Magnolia,1999,37.0,61.79,48.45,80.91,188,7.5,844,9.091636,3160,334.0,Drama,Paul Thomas Anderson,130,31,161,8140030|0175880,-0.0170047309046002,-0.0182599266183661
119079,Onegin,1999,14.0,23.38,0.21,0.35,104,5.8,26,7.171138,3161,30237.0,Drama,Martha Fiennes,2,0,2,0119079,-0.0119361844835585,-0.0183825353051585
174204,Simpatico,1999,10.0,16.7,0.93,1.55,106,5.3,6,3.143748,3162,50116.0,Comedy|Drama,Matthew Warchus,0,0,0,0174204,-0.0194414515948071,0.0068631226707503
146838,Any Given Sunday,1999,55.0,91.85,100.23,167.38,163,6.8,430,10.571434,3173,9563.0,Drama,Oliver Stone,67,7,74,0146838,-0.0197293606561407,-0.0128111672146339
125664,Man on the Moon,1999,82.0,136.94,47.43,79.21,118,6.9,444,13.217419,3174,1850.0,Comedy|Drama,Miloš Forman,50,46,96,0125664,-0.0199853427714658,-0.0010386585506453
177789,Galaxy Quest,1999,45.0,75.15,90.68,151.44,102,6.9,722,15.831374,3175,926.0,Adventure|Comedy|Sci-Fi,Dean Parisot,99,44,143,0177789,-0.0084816473221742,0.0170743411050092
134119,The Talented Mr. Ripley,1999,40.0,66.8,128.8,215.1,139,7.1,790,11.65502,3176,1213.0,Drama|Thriller,Anthony Minghella,94,9,103,0265651|0219171|0134119,-0.0026564345482127,-0.016155166006315
195945,Next Friday,2000,11.0,17.82,59.83,96.92,98,6.5,145,10.06545,3177,10471.0,Comedy,Steve Carr,13,22,35,0293815|6914708|0113118|0195945,0.0218426059336524,-0.0062638158402693
174856,The Hurricane,1999,50.0,83.5,73.96,123.51,146,7.2,401,5.716009,3178,10400.0,Drama,Norman Jewison,31,3,34,0174856,-0.0120221325571885,-0.0210893096031662
196857,Play It to the Bone,1999,24.0,40.08,8.43,14.08,124,5.7,53,4.347609,3180,20761.0,Comedy|Drama,Ron Shelton,9,2,11,0196857,-0.0165243947563598,0.0053687405535119
134983,Supernova,2000,90.0,145.8,14.83,24.02,91,4.9,109,5.496624,3190,10384.0,Adventure|Sci-Fi|Thriller,Walter Hill,8,5,13,0134983,0.0173668620804784,0.0031753852013339
169302,The Terrorist,1998,0.02,0.03,0.14,0.24,95,8.1,4,0.154526,3192,48233.0,Drama,Santosh Sivan,0,0,0,0169302,-0.0106923334403837,-0.0233395243256284
70511,Papillon,1973,12.0,75.24,53.27,334.0,151,7.8,445,15.698433,3198,5924.0,Drama,Franklin J. Schaffner,78,1,79,5093026|0070511,0.0133395441314058,0.0214358721408679
97162,Dead Calm,1989,10.0,22.5,7.82,17.6,96,6.6,178,13.464246,3203,10493.0,Thriller,Phillip Noyce,40,0,40,0118856|6012750|0097162,0.0093387629040514,-0.0163497379663137
83929,Fast Times at Ridgemont High,1982,4.5,13.0,27.09,78.29,90,7.0,330,14.658885,3210,13342.0,Comedy|Drama,Amy Heckerling,275,21,296,0090429|0083929,-0.0210914512732854,0.0026549459771062
94924,A Cry in the Dark,1988,15.0,35.4,6.91,16.31,120,6.4,49,3.970538,3211,35119.0,Drama,Fred Schepisi,65,2,67,0094924,-0.0005799140137588,-0.0225992681900142
106364,Batman: Mask of the Phantasm,1993,6.0,11.58,5.62,10.85,76,7.4,218,7.29114,3213,14919.0,Animation,Bruce Timm,85,10,95,0115378|0118266|0169590|0143127|0147746|0231237|0281244|6075386|0337763|0247729|0233298|0260662|0291744|0285446|0275137|4829820|0395274|0395109|0346578|0982860|1667098|6025022|0800226|3643216|6556890|3366668|0103359|0106364,-0.01831636926856,-0.0148258917468973
102687,Poison,1991,0.25,0.51,0.61,1.25,85,6.4,15,1.924535,3218,47620.0,Drama,Todd Haynes,5,1,6,0102687,0.0037603269589684,-0.0237383006841968
141399,Isn't She Great,2000,36.0,58.32,3.0,4.86,95,4.6,14,0.907927,3239,75531.0,Comedy,Andrew Bergman,1,11,12,0141399,0.0242059064661337,-0.0079289253313506
104797,Malcolm X,1992,34.0,67.66,48.17,95.86,202,7.3,377,14.207001,3246,1883.0,Drama,Spike Lee,138,9,147,0104797,-0.0210189620472083,-0.0131583614642287
105417,Sister Act,1992,31.0,61.69,231.61,460.9,100,6.5,713,18.83065,3247,2005.0,Comedy,Emile Ardolino,119,7,126,0108147|9413018|4738678|0105417,0.0092777190230242,0.020369780338223
108147,Sister Act 2: Back in the Habit,1993,38.0,73.34,57.32,110.63,107,5.9,384,12.986842,3248,6279.0,Comedy,Bill Duke,43,9,52,9413018|0105417|0108147,0.0123597421851775,-0.0208055717090867
104389,The Hand that Rocks the Cradle,1992,11.7,23.28,88.04,175.2,110,6.5,196,6.672715,3249,11087.0,Drama|Thriller,Curtis Hanson,61,2,63,0280832|0104389,-0.0019225767193428,-0.0127517123860438
106246,Alive,1993,32.0,61.76,36.73,70.89,120,6.7,383,8.662287,3250,7305.0,Drama,Frank Marshall,76,2,78,0106246,0.0037689640880328,-0.0241090417235041
105323,Scent of a Woman,1992,31.0,61.69,134.1,266.86,157,7.3,763,14.505987,3252,9475.0,Drama,Martin Brest,137,9,146,0327419|0072037|0105323,-0.0214861714658946,-0.0118575207075891
105793,Wayne's World,1992,20.0,39.8,121.7,242.18,94,6.5,738,10.180776,3253,8872.0,Comedy,Penelope Spheeris,364,38,402,0108525|0105793,0.0072403752389346,0.021965462532403
104694,A League of Their Own,1992,40.0,79.6,107.46,213.85,128,6.8,362,10.852038,3255,11287.0,Comedy|Drama,Penny Marshall,176,2,178,0106055|8226360|0104694,-0.0192819546235509,0.0001929371525503
105112,Patriot Games,1992,45.0,89.55,178.05,354.32,117,6.4,440,11.075674,3256,9869.0,Action|Drama|Thriller,Phillip Noyce,61,2,63,0109444|0164184|1205537|0499097|0099810|0105112,0.0013055004282637,-0.0043817815017149
103855,The Bodyguard,1992,25.0,49.75,411.01,817.91,129,6.2,681,9.805017,3257,619.0,Drama|Thriller,Mick Jackson,197,8,205,8801270|1850440|0103855,-0.0003554020675172,-0.0151342191499915
104070,Death Becomes Her,1992,55.0,109.45,149.02,296.55,104,6.3,655,11.017417,3258,9374.0,Comedy|Fantasy,Robert Zemeckis,75,13,88,0365748|0104070,-0.0163119582393772,0.0136284608122318
104231,Far and Away,1992,60.0,119.4,137.78,274.18,140,6.3,294,7.472753,3259,11259.0,Adventure|Drama,Ron Howard,33,0,33,0104231,-0.0126076359351636,-0.0031785357898487
105665,Twin Peaks: Fire Walk with Me,1992,10.0,19.9,4.16,8.28,134,7.3,429,8.736538,3262,1923.0,Drama|Thriller,David Lynch,83,9,92,5334704|4093826|0098936|0105665,-0.0070523428836174,-0.0143862930009869
103893,Buffy the Vampire Slayer,1992,7.0,13.93,16.62,33.07,86,5.3,192,4.941989,3264,10206.0,Action|Comedy|Horror,Fran Rubel Kuzui,87,7,94,0118276|0103893,0.0009548800921785,0.011803105082409
104815,El Mariachi,1992,0.22,0.44,2.04,4.06,81,6.6,243,9.972591,3267,9367.0,Action|Thriller|Western,Robert Rodriguez,62,4,66,0112851|0285823|0111762|0104815,0.0146314606833486,-0.004266716891517
103759,Bad Lieutenant,1992,1.0,1.99,2.02,4.02,96,6.9,162,6.417037,3272,12143.0,Drama,Abel Ferrara,49,5,54,1095217|0103759,-0.0062484993764142,-0.0229341159483906
134084,Scream 3,2000,40.0,64.8,161.83,262.16,116,5.7,749,9.738371,3273,4234.0,Comedy|Horror|Thriller,Wes Craven,67,37,104,1262416|3921180|1124597|0117571|0120082|0134084,0.0102815799166084,-0.0096747392860743
105414,Single White Female,1992,16.0,31.84,48.02,95.56,107,6.0,139,7.246119,3274,9605.0,Drama|Thriller,Barbet Schroeder,110,7,117,0448120|0105414,0.0003459290833828,-0.0105279008484606
144117,The Boondock Saints,1999,6.0,10.02,0.03,0.05,108,7.2,848,12.457908,3275,8374.0,Action|Drama|Thriller,Troy Duffy,53,27,80,1300851|0144117,-0.0016794627903365,-0.0058101179182467
171356,Gun Shy,2000,10.0,16.2,1.63,2.64,101,5.4,24,6.370105,3276,29076.0,Comedy,Eric Blakeney,0,0,0,0171356,0.0110295586157242,0.0221173125346506
163978,The Beach,2000,40.0,64.8,144.06,233.38,119,6.3,1271,14.430311,3285,1907.0,Adventure|Drama,Danny Boyle,42,11,53,0163978,-0.0123921643927392,-0.0032629682011347
220099,The Tigger Movie,2000,30.0,48.6,45.55,73.79,77,6.3,146,7.023414,3287,15655.0,Animation,Jun Falkenstein,20,16,36,0324572|0323642|0384696|0407121|0457437|0061199|0063819|0072410|0076363|0170811|0277535|0165052|0220159|0163558|0119918|0240219|0220099,-0.0052330320858186,0.0227748044167907
217107,Trois,2000,0.2,0.32,1.16,1.88,93,4.5,1,0.06431,3291,77908.0,Thriller,Rob Hardy,3,2,5,0285869|0418604|0217107,0.0157983956406017,-0.0169616187439999
181984,Boiler Room,2000,26.0,42.12,28.78,46.62,118,6.5,202,8.518425,3298,14181.0,Drama|Thriller,Ben Younger,22,8,30,0181984,-0.0038430074263099,-0.0109538123981651
162983,Hanging Up,2000,40.0,64.8,36.04,58.38,94,5.0,42,6.474767,3299,10385.0,Comedy|Drama,Diane Keaton,14,3,17,0162983,-0.0210711913993493,0.0060717687137768
134847,Pitch Black,2000,23.0,37.26,53.19,86.17,108,6.7,1812,6.424399,3300,2787.0,Horror|Sci-Fi|Thriller,David Twohy,70,6,76,0405833|0296572|0407658|1218336|3095416|1411250|5218270|0366620|0134847,0.0160805523850003,-0.0083581520429943
190138,The Whole Nine Yards,2000,41.3,66.91,106.37,172.32,98,6.3,540,12.061521,3301,2069.0,Comedy,Jonathan Lynn,22,13,35,0327247|0319020|0190138,0.0146604217291112,0.0150506666358382
21749,City Lights,1931,1.5,27.6,0.02,0.37,87,8.2,444,10.891524,3307,901.0,Comedy|Drama,Charlie Chaplin,127,0,127,0252414|0021749,-0.0238429869801047,0.0020676693483055
12349,The Kid,1921,0.25,3.9,2.5,38.98,68,8.0,404,8.168456,3310,10098.0,Comedy|Drama,Charlie Chaplin,131,0,131,0252465|3439758|0012349,-0.0235949117584453,0.0007652657836262
184858,Reindeer Games,2000,42.0,68.04,32.17,52.12,124,5.3,175,12.11759,3316,2155.0,Action|Thriller,John Frankenheimer,26,4,30,0184858,0.0145163966391141,-0.0022359443344414
199290,3 Strikes,2000,6.0,9.72,9.0,14.58,82,5.9,15,0.651625,3322,47816.0,Comedy,DJ Pooh,0,3,3,0199290,0.0075468816351058,0.0228709317461295
186045,Drowning Mona,2000,16.0,25.92,15.43,25.0,96,5.4,43,4.372616,3324,25166.0,Comedy,Nick Gomez,3,12,15,0186045,0.0162526344311369,-0.0188892921202835
156841,The Next Best Thing,2000,25.0,40.5,24.36,39.46,108,4.3,29,2.971999,3325,1831.0,Comedy|Drama,John Schlesinger,12,12,24,0156841,-0.0226889662545789,0.0059803106091112
218043,Beyond the Mat,1999,2.05,3.42,0.5,0.84,102,7.8,17,2.691433,3327,14271.0,Documentary,Barry W. Blaustein,9,6,15,4016226|0218043,0.0223123168344852,-0.0112785557548827
86969,Birdy,1984,12.0,32.16,1.4,3.75,120,6.9,112,16.243093,3342,11296.0,Drama,Alan Parker,19,2,21,0086969,0.0216376783966613,0.0028680662561768
56875,Blood Feast,1963,0.02,0.18,4.0,36.44,67,5.3,26,1.783412,3344,28172.0,Horror,Herschell Gordon Lewis,99,4,103,0058694|0059044|0282386|0092669|4847546|0056875,0.0165491943410985,0.0182637962674537
183523,Mission to Mars,2000,90.0,145.8,60.87,98.61,114,5.7,374,9.021107,3354,2067.0,Sci-Fi,Brian De Palma,27,9,36,0183523,0.0232721481975951,-0.0035141731265366
142688,The Ninth Gate,1999,38.0,63.46,58.4,97.53,133,6.3,768,11.316349,3355,622.0,Fantasy|Horror|Thriller,Roman Polanski,17,5,22,0142688,0.0146167914829629,-0.0095265998138745
78902,Breaking Away,1979,2.3,8.83,20.0,76.8,100,7.4,80,4.806374,3359,20283.0,Comedy|Drama,Peter Yates,59,1,60,0080203|0078902,-0.0222495125892296,0.003250482062203
91217,Hoosiers,1986,9.0,22.86,28.61,72.67,114,7.1,143,6.484495,3360,5693.0,Drama,David Anspaugh,92,0,92,0091217,-0.0167882839640313,-0.0166926488629287
94812,Bull Durham,1988,7.0,16.52,50.89,120.1,108,6.6,154,6.924072,3361,287.0,Comedy|Drama,Ron Shelton,103,1,104,0094812,-0.0170604901340481,-0.0018800661678255
72890,Dog Day Afternoon,1975,1.8,9.32,46.67,241.75,125,7.6,685,7.530126,3362,968.0,Drama,Sidney Lumet,335,6,341,0172919|0093845|0072890,0.0237487921360447,0.0042044297201902
69704,American Graffiti,1973,0.78,4.89,140.0,877.8,110,6.9,330,9.188584,3363,838.0,Comedy|Drama,George Lucas,205,7,212,0079576|0069704,-0.0203059619892183,0.001300116006541
102138,JFK,1991,40.0,82.0,205.41,421.09,189,7.5,513,13.813146,3386,820.0,Drama|Thriller,Oliver Stone,186,51,237,0102138,-0.0046446178979189,-0.0169193617086968
92666,Blind Date,1987,18.0,44.1,39.32,96.33,95,5.6,115,6.696292,3394,918.0,Comedy,Blake Edwards,16,3,19,0092666,0.0178037512913936,0.0152308385221082
93596,Nadine,1987,12.0,29.4,5.67,13.89,83,5.5,21,7.569698,3395,61178.0,Comedy,Robert Benton,3,0,3,0093596,0.0065005556564365,-0.0239106742078337
46435,Titanic,1953,1.8,18.81,4.9,51.2,98,6.2,27,12.90707,3404,16535.0,Action|Drama,Jean Negulesco,23,0,23,0046435,-0.0061822349483885,0.0022311610260527
195685,Erin Brockovich,2000,52.0,84.24,256.27,415.16,131,7.1,730,10.135446,3408,462.0,Drama,Steven Soderbergh,146,6,152,0195685,0.0197028314537537,0.0106863893688046
